word,category,sentiment,score
仁善,care,virtue,0.9917134046554565
仁孝,care,virtue,0.9914155602455139
仁德,care,virtue,0.991743266582489
仁心,care,virtue,0.9917207956314087
仁惠,care,virtue,0.991661787033081
仁慈,care,virtue,0.9916366934776306
仁慈心,care,virtue,0.9914141297340393
仁政,care,virtue,0.9916331768035889
仁民爱物,care,virtue,0.9914999604225159
仁者爱人,care,virtue,0.9895338416099548
仁至义尽,care,virtue,0.9807507991790771
仇人,care,virtue,0.9612311124801636
仇怨,care,vice,0.994192898273468
从井救人,care,vice,0.7480747103691101
仗义执言,care,vice,0.9633265137672424
仗势欺人,care,vice,0.9941960573196411
仙逝,care,vice,0.9941592216491699
以工代赈,care,virtue,0.9897522926330566
以强凌弱,care,vice,0.9941111207008362
以飨读者,care,virtue,0.990793764591217
任侠,care,virtue,0.9907088279724121
传递温暖,care,virtue,0.9916110634803772
伤亡,care,vice,0.9941644072532654
伤别,care,vice,0.9939959049224854
伤势,care,vice,0.9941897392272949
伤及无辜,care,vice,0.9941936135292053
伤员,care,vice,0.9940874576568604
伤天害理,care,vice,0.994195818901062
伤害,care,vice,0.9941959381103516
伤弓之鸟,care,vice,0.9937101602554321
伤心,care,vice,0.9941977262496948
伤悲,care,vice,0.9941972494125366
伤残,care,vice,0.9941948056221008
伤残人员,care,vice,0.994192898273468
伤疤,care,vice,0.9941967725753784
伤痛,care,vice,0.9941946864128113
伤者,care,vice,0.9941347241401672
伤耗,care,vice,0.9941897392272949
伥鬼,care,virtue,0.9909707307815552
伺候,care,virtue,0.9914134740829468
住院,care,virtue,0.9891913533210754
体恤,care,virtue,0.9913088083267212
体惜,care,virtue,0.9909480214118958
体罚,care,virtue,0.9873954057693481
体谅,care,virtue,0.9916724562644958
作孽,care,vice,0.994195282459259
作恶,care,vice,0.9941973686218262
作痛,care,vice,0.9941931366920471
作贼,care,vice,0.9941926598548889
使作呕,care,vice,0.9941959381103516
使坏,care,vice,0.9941877126693726
侍候,care,virtue,0.991582453250885
供养,care,virtue,0.9909713268280029
侠义心肠,care,vice,0.9940804839134216
侮弄,care,vice,0.9941957592964172
侵入,care,vice,0.99406498670578
侵扰,care,vice,0.9941925406455994
侵权,care,vice,0.9941964149475098
便民利民,care,virtue,0.9914167523384094
便民惠民,care,virtue,0.9912992119789124
保住,care,virtue,0.9915592074394226
保佑,care,virtue,0.9916542768478394
保全,care,virtue,0.9916444420814514
保卫,care,virtue,0.9916736483573914
保护,care,virtue,0.9917861819267273
保护伞,care,virtue,0.9917136430740356
保护动物,care,virtue,0.9907687306404114
保护环境,care,virtue,0.9916707277297974
保护者,care,virtue,0.9914611577987671
保护色,care,virtue,0.9916849136352539
保重,care,virtue,0.9913550019264221
保障,care,virtue,0.9916793704032898
借刀杀人,care,vice,0.9934722185134888
借助,care,virtue,0.9913197159767151
借酒浇愁,care,vice,0.9941931366920471
倾轧,care,vice,0.9941880702972412
偏疼,care,vice,0.9941636919975281
健康,care,virtue,0.9917146563529968
健康保险,care,virtue,0.9909770488739014
健康受损,care,vice,0.9941977262496948
健康食品,care,virtue,0.9916825294494629
偷去,care,vice,0.9941949248313904
偷盗,care,vice,0.9941964149475098
偷窃,care,vice,0.9941954016685486
偷袭,care,vice,0.9941943287849426
偷鸡不着蚀把米,care,vice,0.9941191673278809
傻Ｂ,care,vice,0.9941944479942322
傻蛋,care,vice,0.9941954016685486
傻逼,care,vice,0.994193971157074
元恶,care,vice,0.9941964149475098
兄弟情义,care,virtue,0.9913429021835327
免疫力,care,vice,0.9941834807395935
免费义诊,care,virtue,0.9914090037345886
全心全意,care,virtue,0.9917051792144775
全歼,care,vice,0.9936255216598511
公共事业,care,virtue,0.9883561730384827
公益,care,virtue,0.9916197061538696
公益金,care,virtue,0.9913594126701355
兰摧玉折,care,virtue,0.9862542152404785
共同利益,care,virtue,0.9906564354896545
共襄善举,care,virtue,0.9913167953491211
关怀,care,virtue,0.9917026162147522
关格,care,virtue,0.9913079142570496
兵连祸结,care,vice,0.9940008521080017
养家糊口,care,vice,0.9883626103401184
养活,care,virtue,0.9915904402732849
养病,care,vice,0.9941890239715576
养老,care,virtue,0.9913363456726074
养老院,care,virtue,0.9905328750610352
养虎为患,care,vice,0.9941869974136353
内心善良,care,virtue,0.9916704893112183
内耗,care,vice,0.9941919445991516
混战,care,vice,0.9877616167068481
冤业,care,vice,0.9941943287849426
冤死,care,vice,0.9941946864128113
冲打,care,virtue,0.9909716844558716
冷暖,care,virtue,0.990134060382843
冷暖自知,care,virtue,0.9905881881713867
凄恻,care,vice,0.9941955208778381
凄惶,care,vice,0.9941954016685486
凄然,care,vice,0.9941960573196411
凌虐,care,vice,0.9941940903663635
凌迟,care,vice,0.994192898273468
凶事,care,vice,0.9941944479942322
凶器,care,vice,0.9938598871231079
凶巴巴,care,vice,0.9940622448921204
凶戾,care,vice,0.994195282459259
凶手,care,vice,0.9941356182098389
凶杀,care,vice,0.9940190315246582
凶杀案,care,vice,0.9939454197883606
凶死,care,vice,0.9941921830177307
凶残,care,vice,0.9941954016685486
凶犯,care,vice,0.9941944479942322
凶狠,care,vice,0.9941950440406799
凶讯,care,vice,0.994192898273468
凶险,care,vice,0.9941951632499695
出击,care,vice,0.9733045101165771
出诊,care,virtue,0.9911380410194397
击毁,care,vice,0.99378901720047
击毙,care,vice,0.9935439825057983
击沉,care,virtue,0.9848323464393616
刀俎,care,vice,0.9941905736923218
刀刺性痛,care,vice,0.9941498041152954
刀子嘴豆腐心,care,virtue,0.9896290898323059
刀锯鼎镬,care,virtue,0.9910222291946411
分享,care,virtue,0.9916080236434937
分忧,care,vice,0.9941985607147217
分担,care,virtue,0.99107426404953
切痛,care,virtue,0.5124452114105225
切肤之痛,care,vice,0.9941279888153076
刑具,care,vice,0.99400794506073
刑戮,care,vice,0.994193971157074
刑求,care,vice,0.9941825270652771
刑罚,care,vice,0.9941895008087158
刑舂,care,vice,0.9702365398406982
刑辱,care,vice,0.9941866397857666
划伤,care,vice,0.9941645264625549
创伤,care,vice,0.9941972494125366
创口,care,virtue,0.9914882183074951
创痛,care,vice,0.9941598176956177
利民,care,virtue,0.9915446043014526
刮伤,care,vice,0.9941760301589966
刺客,care,virtue,0.9897662997245789
刺杀,care,virtue,0.9829670190811157
刺死,care,vice,0.9941925406455994
刺痛,care,vice,0.9941918253898621
刽子手,care,vice,0.9918895363807678
前人栽树,care,virtue,0.989202082157135
劈空扳害,care,vice,0.9941924214363098
力攻,care,virtue,0.9916073083877563
劝慰,care,virtue,0.9907887578010559
加护,care,virtue,0.9915167093276978
加护病房,care,virtue,0.9912193417549133
动情,care,virtue,0.9913535714149475
动手,care,virtue,0.9915305376052856
助人为乐,care,virtue,0.9911506175994873
助纣为虐,care,vice,0.9941937327384949
劫匪,care,vice,0.9941890239715576
劫持,care,vice,0.9941933751106262
勇救,care,virtue,0.9911993145942688
勒索,care,vice,0.9941723942756653
勒逼,care,vice,0.994067907333374
包剿,care,virtue,0.9881738424301147
包容,care,virtue,0.991654634475708
包治百病,care,vice,0.9916852712631226
包藏祸心,care,vice,0.9941964149475098
化学武器,care,virtue,0.9899132251739502
医官,care,virtue,0.990878164768219
医护,care,virtue,0.9912933707237244
医护人员,care,virtue,0.9897089600563049
医治,care,virtue,0.9913632869720459
千刀万剐,care,vice,0.9941937327384949
协理,care,virtue,0.9916166663169861
南京大屠杀,care,vice,0.9940392971038818
南征,care,virtue,0.9906384944915771
博爱,care,virtue,0.9916256070137024
卧轨,care,virtue,0.9826870560646057
卫护,care,virtue,0.9915969967842102
卫生防疫,care,virtue,0.9890424609184265
危及,care,vice,0.9941830039024353
危害性,care,vice,0.9941951632499695
危重病人,care,vice,0.9941927790641785
厌弃,care,vice,0.9941960573196411
厚待,care,virtue,0.9916152358055115
厚谊,care,virtue,0.991664707660675
去世,care,vice,0.9909316301345825
去死,care,vice,0.9941932559013367
去逝,care,vice,0.9941900968551636
参战,care,virtue,0.9893515706062317
友善,care,virtue,0.9917210340499878
友爱,care,virtue,0.9917176961898804
反人类,care,vice,0.9939479827880859
反哺,care,virtue,0.9900986552238464
反攻,care,virtue,0.9877047538757324
发痛,care,vice,0.9941940903663635
受伤,care,vice,0.9941960573196411
受伤害,care,vice,0.9941967725753784
受刑,care,vice,0.9941960573196411
受害,care,vice,0.994195818901062
受害人,care,vice,0.9941925406455994
受惠,care,virtue,0.9908972382545471
受损,care,vice,0.9941970109939575
受气,care,vice,0.994196891784668
受益,care,vice,0.9940525889396667
受益人,care,vice,0.9939209222793579
受罪,care,vice,0.9941951632499695
受虐,care,vice,0.994195282459259
受难者,care,vice,0.9941926598548889
可惜,care,virtue,0.9713252782821655
可憎,care,vice,0.9941965341567993
叱骂,care,vice,0.9941908717155457
吃人,care,virtue,0.9901313781738281
吃苦头,care,vice,0.9941920638084412
合击,care,virtue,0.9914775490760803
吊丧,care,vice,0.9941951632499695
吊唁,care,vice,0.9939456582069397
吊孝,care,vice,0.9941005110740662
吊慰,care,vice,0.994186520576477
吊死问疾,care,vice,0.9941937327384949
吊民伐罪,care,vice,0.9941930174827576
吊祭,care,vice,0.9937689900398254
后人乘凉,care,vice,0.9784331321716309
吓唬,care,vice,0.9941938519477844
吞声,care,virtue,0.9796472787857056
含辛茹苦,care,vice,0.9941920638084412
启蒙,care,virtue,0.991603672504425
吸毒,care,vice,0.9938313961029053
吸毒成瘾,care,virtue,0.9890734553337097
周济,care,virtue,0.9916031956672668
呵护,care,virtue,0.9916663765907288
命危,care,vice,0.9941951632499695
命赴黄泉,care,virtue,0.9910412430763245
和和气气,care,virtue,0.9914053678512573
和善,care,virtue,0.991703987121582
和善可亲,care,virtue,0.991722047328949
和平,care,virtue,0.9916626214981079
和睦,care,virtue,0.9917248487472534
和蔼,care,virtue,0.9917138814926147
和蔼可亲,care,virtue,0.9917096495628357
咒诅,care,vice,0.9941972494125366
咒骂,care,vice,0.9941943287849426
咸猪手,care,virtue,0.9149391055107117
哀伤,care,vice,0.994195282459259
哀号,care,vice,0.9941962957382202
哀哭,care,vice,0.9941856265068054
哀嚎,care,vice,0.994193971157074
哀怜,care,vice,0.9941950440406799
哀悯,care,vice,0.9941944479942322
哀愁,care,vice,0.9941945672035217
哀痛,care,vice,0.9941950440406799
哀矜,care,vice,0.9941944479942322
哀莫大于心死,care,vice,0.9941961765289307
哀鸿遍野,care,vice,0.9941949248313904
哈达,care,virtue,0.9917138814926147
哭丧,care,vice,0.9941936135292053
哭声,care,vice,0.9940620064735413
哺母乳,care,virtue,0.9859604835510254
哺育,care,virtue,0.9913083910942078
唁信,care,vice,0.9940178394317627
唁函,care,vice,0.9932599663734436
唁劳,care,vice,0.9941791296005249
唁电,care,vice,0.9941927790641785
唾骂,care,vice,0.9941950440406799
啼饥号寒,care,vice,0.9941934943199158
喂养,care,virtue,0.9915024042129517
喂母乳,care,virtue,0.9820955991744995
喂食,care,virtue,0.9907316565513611
善人,care,virtue,0.9915777444839478
善心,care,virtue,0.9916610717773438
善意,care,virtue,0.9917004704475403
善良,care,virtue,0.9916563034057617
善良之心,care,virtue,0.9913012385368347
善良单纯,care,virtue,0.9916691780090332
善良贤惠,care,virtue,0.991713285446167
善行义举,care,virtue,0.9904747605323792
善解人意,care,virtue,0.9912829399108887
善风,care,virtue,0.9915231466293335
喜极而泣,care,vice,0.9941864013671875
嗑药,care,vice,0.9900291562080383
嗔诟,care,vice,0.9941918253898621
回击,care,vice,0.9941204190254211
困扰,care,vice,0.9941803216934204
困苦,care,vice,0.9941934943199158
围剿,care,vice,0.9852960109710693
围护,care,virtue,0.9914489388465881
围攻,care,virtue,0.9904621243476868
围魏救赵,care,virtue,0.9901780486106873
国家一级保护,care,virtue,0.9913913011550903
国破家亡,care,vice,0.9941639304161072
国蠹,care,vice,0.9941957592964172
在乎,care,virtue,0.9842617511749268
坐月子,care,virtue,0.9905979037284851
垂危,care,vice,0.9941954016685486
墨刑,care,vice,0.9941440224647522
声讨,care,vice,0.992427408695221
多愁多病,care,vice,0.9941934943199158
大孝,care,virtue,0.9891698956489563
大度,care,vice,0.9916509985923767
大放悲声,care,vice,0.9941957592964172
大有裨益,care,virtue,0.9912159442901611
大祸临头,care,vice,0.9941832423210144
大骂,care,vice,0.9941930174827576
天诛,care,vice,0.994195282459259
天诛地灭,care,vice,0.9941944479942322
失盗,care,vice,0.9941972494125366
失窃,care,vice,0.9941974878311157
夹击,care,virtue,0.9901450872421265
夹攻,care,virtue,0.9913614392280579
夺取,care,vice,0.7974045872688293
奋勇杀敌,care,virtue,0.9874775409698486
奚落,care,vice,0.9941945672035217
奠祭,care,virtue,0.9899791479110718
女犯,care,vice,0.9940328001976013
奸杀,care,vice,0.9941924214363098
好客,care,virtue,0.9916427135467529
好心,care,virtue,0.9917575716972351
好意,care,virtue,0.9917057752609253
妨害,care,vice,0.9941906929016113
姆妈,care,vice,0.9941938519477844
威吓,care,vice,0.9941932559013367
威胁,care,vice,0.9941944479942322
嫌恶,care,vice,0.994195818901062
孕育,care,virtue,0.9915584325790405
孝亲,care,virtue,0.991323709487915
孝亲敬老,care,virtue,0.9912949204444885
孝女,care,virtue,0.9913263916969299
孝子,care,virtue,0.9913869500160217
孝子贤孙,care,virtue,0.9915176033973694
孝字,care,virtue,0.9910464882850647
孝孙,care,virtue,0.9912670254707336
孝心,care,virtue,0.9903635382652283
孝悌,care,virtue,0.991044282913208
孝敬,care,virtue,0.9914658069610596
孝老,care,virtue,0.9909356236457825
孝老敬老,care,virtue,0.9913922548294067
孝道,care,virtue,0.9915233850479126
孝顺,care,virtue,0.9914685487747192
孝顺父母,care,virtue,0.991125762462616
守候,care,virtue,0.991155743598938
守卫者,care,virtue,0.991194486618042
守护,care,virtue,0.9915714263916016
守望相助,care,virtue,0.9885027408599854
安全区,care,virtue,0.9917719960212708
安全帽,care,virtue,0.9916083216667175
安全措施,care,virtue,0.9915585517883301
安全气囊,care,virtue,0.9911091327667236
安危,care,vice,0.9939659237861633
安宁,care,virtue,0.9917066097259521
安定,care,virtue,0.9916396737098694
安富恤穷,care,vice,0.9938991069793701
安富恤贫,care,virtue,0.9808446168899536
安康,care,virtue,0.9916918277740479
安心,care,virtue,0.9917252063751221
安慰,care,virtue,0.9916642904281616
安然无恙,care,vice,0.9941083192825317
安神,care,virtue,0.9917201995849609
官报私仇,care,vice,0.9941009879112244
宝贝,care,virtue,0.9917373061180115
宠坏,care,virtue,0.9850334525108337
宣战,care,virtue,0.974032998085022
害,care,vice,0.9941709637641907
害人,care,vice,0.9941943287849426
害人不浅,care,vice,0.9941923022270203
害命,care,vice,0.994195818901062
害死,care,vice,0.9941946864128113
家庭和谐,care,virtue,0.9916828870773315
家庭暴力,care,vice,0.9941909909248352
家暴,care,virtue,0.9898998141288757
家破人亡,care,vice,0.9941878318786621
宽于待人,care,virtue,0.9910383224487305
宽仁,care,virtue,0.9914377331733704
宽以待人,care,virtue,0.9914180040359497
宽厚,care,virtue,0.9917076230049133
宽厚仁爱,care,virtue,0.9917427897453308
宽和,care,virtue,0.9916252493858337
宽大,care,virtue,0.9916291236877441
宽大为怀,care,virtue,0.9910022616386414
宽宏,care,virtue,0.9916239380836487
宽宏大量,care,virtue,0.9915863275527954
宽宥,care,virtue,0.9915743470191956
宽容,care,virtue,0.9917080998420715
宽容大度,care,virtue,0.9913036823272705
宽容待人,care,virtue,0.9916410446166992
宽容心,care,virtue,0.9916393160820007
宽容接纳,care,virtue,0.991680920124054
宽容豁达,care,virtue,0.9913588762283325
宽弘,care,virtue,0.991603434085846
宽待,care,virtue,0.9914500117301941
宽心,care,virtue,0.9917198419570923
宽怀大度,care,virtue,0.9825345873832703
宽恕,care,virtue,0.9916127920150757
宽慰,care,virtue,0.9916203022003174
宽洪,care,virtue,0.99118971824646
宽洪大度,care,virtue,0.9888781905174255
宽洪大量,care,virtue,0.9900211691856384
宽解,care,virtue,0.99155592918396
宽赦,care,virtue,0.9911327958106995
寇攘,care,vice,0.9941487312316895
导盲犬,care,vice,0.990898072719574
尊师爱徒,care,virtue,0.991370677947998
尊老,care,virtue,0.9917038679122925
尊老爱幼,care,virtue,0.9915088415145874
小心,care,virtue,0.9743551015853882
尖酸刻薄,care,vice,0.9941860437393188
居心险恶,care,vice,0.9941956400871277
屠城,care,vice,0.9941055774688721
屠杀,care,vice,0.9941461086273193
屠杀者,care,vice,0.9940766096115112
屠毒,care,vice,0.9941686391830444
岐视,care,vice,0.9166082739830017
崩坏,care,vice,0.9941961765289307
崩殂,care,vice,0.9941931366920471
巡回义诊,care,virtue,0.9894359111785889
帮助,care,virtue,0.9916532635688782
帮工,care,virtue,0.9914383888244629
帮忙,care,virtue,0.991463840007782
平复,care,virtue,0.9911062121391296
平毁,care,vice,0.9941960573196411
庇佑,care,virtue,0.9916291236877441
庇廕,care,virtue,0.9639556407928467
庇祐,care,virtue,0.9915252327919006
康健,care,virtue,0.9916970729827881
康复,care,virtue,0.9916281700134277
开展义诊,care,virtue,0.9908513426780701
开战,care,virtue,0.9912058711051941
弃世,care,vice,0.9941962957382202
弃婴,care,vice,0.9941924214363098
弄乱,care,vice,0.9940813183784485
弄伤,care,vice,0.9941869974136353
弄坏,care,vice,0.9941667318344116
弄糟,care,vice,0.9941965341567993
弑父,care,vice,0.9941866397857666
强奸,care,vice,0.9941951632499695
强奸罪,care,vice,0.9941921830177307
强攻,care,virtue,0.9912042021751404
强梁,care,virtue,0.9915362596511841
强横,care,vice,0.9941950440406799
强盗,care,vice,0.9941972494125366
强迫,care,vice,0.9941930174827576
归天,care,virtue,0.9907758831977844
归西,care,virtue,0.9912303686141968
当心,care,virtue,0.9869256019592285
形丑心善,care,vice,0.9940773248672485
征讨,care,virtue,0.984815239906311
待人和气,care,virtue,0.9913875460624695
待人宽厚,care,virtue,0.9915409684181213
得益,care,virtue,0.9914912581443787
心地善良,care,virtue,0.9915934801101685
心底善良,care,virtue,0.9916251301765442
心疼,care,vice,0.9941974878311157
心痛,care,vice,0.9941972494125366
心碎,care,vice,0.9941964149475098
心肝,care,vice,0.9941937327384949
心胸宽广,care,virtue,0.9913980960845947
心胸宽阔,care,virtue,0.9915438890457153
心血,care,vice,0.9941967725753784
忍痛,care,virtue,0.9364138841629028
志哀,care,vice,0.9941964149475098
忧伤,care,vice,0.9941985607147217
忧思,care,vice,0.9941966533660889
怀抱,care,virtue,0.9916717410087585
怒斥,care,vice,0.9941961765289307
怒骂,care,vice,0.9941946864128113
怜惜,care,vice,0.9912260174751282
性侵,care,vice,0.9941858053207397
性侵害,care,vice,0.9941917061805725
性侵犯,care,vice,0.9941944479942322
性虐待,care,vice,0.9941964149475098
怨声载道,care,vice,0.9941960573196411
恃强欺弱,care,vice,0.9941948056221008
恋人,care,virtue,0.9912934899330139
恐吓,care,vice,0.9941951632499695
恐怖主义,care,vice,0.9941946864128113
恐怖组织,care,vice,0.9941950440406799
恐怖袭击,care,vice,0.994195818901062
恤匮,care,vice,0.9941932559013367
恤嫠,care,virtue,0.990348219871521
恩,care,virtue,0.9915873408317566
恩人,care,virtue,0.9914447665214539
恩情,care,virtue,0.9915485978126526
恩慈,care,virtue,0.9909157156944275
恩爱,care,virtue,0.9916682243347168
恫吓,care,vice,0.994195818901062
恶恨,care,vice,0.9941949248313904
恶意,care,vice,0.9941984415054321
恶战,care,vice,0.9941957592964172
恶斗,care,vice,0.9941949248313904
恶疾,care,vice,0.9941965341567993
恶骂,care,vice,0.994195818901062
患病,care,vice,0.9941943287849426
患难,care,vice,0.9941860437393188
悲不自胜,care,vice,0.9941951632499695
悲伤,care,vice,0.9941961765289307
悲哀,care,vice,0.9941966533660889
悲声载道,care,vice,0.9941964149475098
悲天悯人,care,vice,0.994195818901062
悲怆,care,vice,0.9941951632499695
悲悯,care,vice,0.9941964149475098
悲痛,care,vice,0.9941945672035217
情不可却,care,vice,0.9941542744636536
情义,care,virtue,0.9915609955787659
情人眼里有西施,care,virtue,0.9904758334159851
情同手足,care,virtue,0.9914392232894897
情同骨肉,care,vice,0.957244336605072
情有独锺,care,virtue,0.9914199113845825
情杀,care,virtue,0.9871690273284912
情谊,care,virtue,0.9913832545280457
情逾骨肉,care,vice,0.8061529397964478
惠及,care,virtue,0.9916537404060364
惠及子孙,care,virtue,0.9906760454177856
惠及民生,care,virtue,0.991132915019989
惠政,care,virtue,0.9916568994522095
惠施,care,virtue,0.9917308688163757
惠民,care,virtue,0.9912989735603333
惠民服务,care,virtue,0.9915462136268616
惨叫,care,vice,0.9941936135292053
惨怛,care,vice,0.9941889047622681
惨无人道,care,vice,0.994192898273468
惨杀,care,vice,0.9941919445991516
惨案,care,vice,0.9941909909248352
惨毒,care,vice,0.9941957592964172
惨然,care,vice,0.9941924214363098
惨痛,care,vice,0.9941950440406799
惨绝人寰,care,vice,0.9941938519477844
惨遭,care,vice,0.9941945672035217
惹人心烦,care,vice,0.9941964149475098
愁苦,care,vice,0.9941945672035217
愈合,care,virtue,0.9914252758026123
意在沛公,care,virtue,0.9883084297180176
感到温暖,care,virtue,0.9915105700492859
感化,care,virtue,0.9914678335189819
感召,care,vice,0.9938076138496399
感同身受,care,virtue,0.9914462566375732
慈善,care,virtue,0.9915575981140137
慈善家,care,virtue,0.9913201928138733
慈悲,care,vice,0.9941978454589844
慈母,care,vice,0.9940841794013977
慈爱,care,virtue,0.9915441274642944
慈祥,care,virtue,0.9916280508041382
慈福,care,virtue,0.9885358214378357
慈颜,care,vice,0.8046344518661499
慰劳,care,virtue,0.9910681843757629
慰唁,care,virtue,0.9808176755905151
慰安妇,care,virtue,0.9871670603752136
慰籍,care,virtue,0.9912021160125732
慷慨捐生,care,vice,0.9627958536148071
慷慨解囊,care,vice,0.9941489696502686
慷慨输将,care,virtue,0.9795306921005249
懂礼仪,care,virtue,0.9914803504943848
成全,care,virtue,0.9916178584098816
成瘾,care,virtue,0.990842342376709
战乱,care,vice,0.9941898584365845
战争,care,vice,0.9892760515213013
战火,care,virtue,0.95893794298172
手足亲情,care,virtue,0.9916709661483765
扑杀,care,vice,0.9215549826622009
扒皮,care,vice,0.9857254028320312
扒窃,care,vice,0.9914770722389221
扒高踩低,care,vice,0.993171215057373
打倒,care,virtue,0.9912529587745667
打垮,care,vice,0.993894636631012
打杀,care,virtue,0.988858699798584
打死,care,vice,0.9924753308296204
打气,care,virtue,0.9875860214233398
打狗欺主,care,vice,0.994195818901062
扔弃,care,vice,0.9941950440406799
托儿所,care,virtue,0.9880067110061646
扫除,care,virtue,0.9906251430511475
扰乱,care,vice,0.9941799640655518
扶危济困,care,vice,0.9941737055778503
扶持,care,virtue,0.9914923310279846
扶掖,care,vice,0.5643929243087769
批斗,care,vice,0.643831193447113
抗涝,care,vice,0.9940934777259827
抗灾,care,vice,0.993503749370575
抗震救灾,care,virtue,0.9699086546897888
折磨,care,virtue,0.9908515810966492
抚恤金,care,virtue,0.9916976690292358
抚慰,care,virtue,0.9916017651557922
抚慰金,care,virtue,0.9916781187057495
抚育,care,virtue,0.9914385080337524
抢,care,virtue,0.9885401129722595
抢亲,care,vice,0.9869389533996582
抢婚,care,vice,0.9692082405090332
抢救,care,virtue,0.9910165071487427
抢险,care,vice,0.9941948056221008
护士,care,virtue,0.9914404153823853
护理,care,virtue,0.9913823008537292
护着,care,virtue,0.9916412830352783
报复,care,virtue,0.9889322519302368
报德,care,virtue,0.9913747906684875
报答,care,virtue,0.9911822080612183
担架,care,vice,0.7397758364677429
拆散,care,vice,0.9941951632499695
拒礼,care,vice,0.9941964149475098
拘守,care,vice,0.9941962957382202
招抚,care,virtue,0.9898362755775452
拜寿,care,virtue,0.9885960221290588
拣软的欺,care,vice,0.9941920638084412
拥抱,care,virtue,0.9915907382965088
拦阻,care,vice,0.962175190448761
拯救,care,virtue,0.9910649061203003
拳打,care,virtue,0.9915430545806885
拳打脚踢,care,virtue,0.9628937244415283
拶刑,care,vice,0.994005024433136
拶子,care,virtue,0.9914178848266602
拶指,care,virtue,0.9913055300712585
拷掠,care,virtue,0.9893991947174072
挂彩,care,virtue,0.9879809021949768
指桑骂槐,care,vice,0.9941439032554626
指责,care,vice,0.9941944479942322
挖肉补疮,care,vice,0.9698744416236877
挟制,care,vice,0.9940186738967896
挟持,care,vice,0.9941927790641785
挨打受气,care,vice,0.9941948056221008
挨饥抵饿,care,virtue,0.9896517395973206
挽救,care,virtue,0.991428554058075
捉拿,care,vice,0.994188666343689
捐弃,care,vice,0.9941946864128113
捐款,care,virtue,0.9895390868186951
捐物,care,virtue,0.9910809397697449
捕杀,care,vice,0.9938377737998962
捕食,care,vice,0.9475938677787781
损人利己,care,vice,0.9941248297691345
